account_id,cf_user_id,monthly_salary,avg_daily_spend,min_balance_eom,liquidity_ratio,discretionary_ratio,initial_vault_savings,high_yield_intent,cluster_id,persona_name,persona_th,persona_desc,recommended_sweep_pct,scam_vulnerability,vault_friction_level
ACC_0380,USER_0020,36000.0,618.23,-7738.1,-0.2149,0.2217,5279.1,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0381,USER_0021,24000.0,627.86,-18466.53,-0.7694,0.2491,11364.84,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0382,USER_0022,32000.0,629.9,-13176.86,-0.4118,0.258,14063.67,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0383,USER_0023,20000.0,565.35,-14143.66,-0.7072,0.2316,9038.66,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0384,USER_0024,36000.0,559.35,-10872.56,-0.302,0.2444,14569.57,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0385,USER_0025,28000.0,683.89,-17111.84,-0.6111,0.2573,3328.4,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0386,USER_0026,36000.0,684.13,-10173.18,-0.2826,0.2337,13811.25,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0387,USER_0027,24000.0,596.07,-11247.94,-0.4687,0.2222,11471.69,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0388,USER_0028,28000.0,585.07,-7897.3,-0.282,0.2098,7360.61,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0389,USER_0029,24000.0,600.09,-14050.69,-0.5854,0.3235,6659.41,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0390,USER_0030,28000.0,652.24,-10408.02,-0.3717,0.2188,16356.03,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0391,USER_0031,36000.0,554.28,-11615.75,-0.3227,0.2492,2936.9,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0392,USER_0032,28000.0,599.66,-9439.02,-0.3371,0.2195,7840.57,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0393,USER_0033,36000.0,645.28,-8056.49,-0.2238,0.174,5190.81,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0394,USER_0034,36000.0,584.73,-10727.41,-0.298,0.2935,10149.6,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0395,USER_0035,28000.0,546.1,-7595.35,-0.2713,0.181,9774.7,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0396,USER_0036,36000.0,605.64,-8662.4,-0.2406,0.2611,6929.22,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0397,USER_0037,24000.0,601.5,-14295.01,-0.5956,0.2094,5397.13,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0398,USER_0038,20000.0,595.73,-19757.61,-0.9879,0.2054,13861.42,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0399,USER_0039,32000.0,594.74,-9819.49,-0.3069,0.2524,8000.93,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0400,USER_0040,24000.0,681.58,-22045.62,-0.9186,0.2289,12699.66,0,1,High-Yield Seeker Novice,ผู้แสวงหาผลตอบแทนสูง (เสี่ยง Ponzi/แชร์ลูกโซ่สูง),"มีเงินเก็บก้อนแรก 30,000–100,000 บาท มักมองหาผลตอบแทนเร็ว แต่ความเข้าใจความเสี่ยงจำกัด เสี่ยงต่อแอปหลอกลงทุน",0.12,HIGH,MAXIMUM
ACC_0401,USER_0041,28000.0,584.79,-9756.08,-0.3484,0.2801,13667.24,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
ACC_0402,USER_0042,36000.0,629.39,-9580.22,-0.2661,0.1914,2813.72,0,0,Paycheck-to-Paycheck Spender,มนุษย์เงินเดือนชนเดือน (สภาพคล่องจำกัดปลายเดือน),"รายได้ 18,000–35,000 บาท สภาพคล่องตึงตัวปลายเดือน ต้องการระบบออมเศษเงินอัตโนมัติแบบ Zero-Manual Effort",0.06,MODERATE,FLEXIBLE
